text,word,sentence,indexloc,compname
,「,234,84,
,本,234,85,
,合意,234,86,
,」,234,87,
,という,234,88,
,）,234,89,
,を,234,90,
,、,234,91,
,本日,234,92,
,、,234,93,
,解消,234,94,
,する,234,95,
,こと,234,96,
,を,234,97,
,決議,234,98,
,し,234,99,
,まし,234,100,
,た,234,101,
,ので,234,102,
,、,234,103,
,下記,234,104,
,の,234,105,
,とおり,234,106,
,お知らせ,234,107,
,いたし,234,108,
,ます,234,109,
,。,234,110,
,Ⅰ,234,111,
,基本,234,112,
,合意,234,113,
,解消,234,114,
,の,234,115,
,理由,234,116,
,記,234,117,
,当社,234,118,
,は,234,119,
,、,234,120,
,株式会社,234,121,
,（,234,122,
,以下,234,123,
,、,234,124,
,「,234,125,
,」,234,126,
,という,234,127,
,）,234,128,
,より,234,129,
,ビジネスソリューション,234,130,
,事業,234,131,
,（,234,132,
,ソフトウェア,234,133,
,開発,234,134,
,事業,234,135,
,）,234,136,
,を,234,137,
,譲受,234,138,
,ける,234,139,
,目的,234,140,
,で,234,141,
,、,234,142,
,が,234,143,
,新設,234,144,
,分割,234,145,
,により,234,146,
,設立,234,147,
,する,234,148,
,株式会社,234,149,
,ノース,234,150,
,ディテール,234,151,
,の,234,152,
,株式,234,153,
,を,234,154,
,全て,234,155,
,取得,234,156,
,し,234,157,
,、,234,158,
,連結,234,159,
,子会社,234,160,
,化,234,161,
,し,234,162,
,、,234,163,
,多様,234,164,
,化,234,165,
マルホ 株式会社 と の 当社 開発 品 04 に関する 日本 における 独占 的 販売 ライセンス 契約 締結 および 資本 提携 の お知らせ,マルホ,235,0,
,株式会社,235,1,
,と,235,2,
,の,235,3,
,当社,235,4,
,開発,235,5,
,品,235,6,
,4,235,7,
,に関する,235,8,
,日本,235,9,
,における,235,10,
,独占,235,11,
,的,235,12,
,販売,235,13,
,ライセンス,235,14,
,契約,235,15,
,締結,235,16,
,および,235,17,
,資本,235,18,
,提携,235,19,
,の,235,20,
,お知らせ,235,21,
各位 2019 年 12 月 10 日 会社 名 ソレイジア・ファーマ 株式会社 代表 者 名 代表 取締役 社長 荒井 好 裕 （ コード 番号 ： 4597 東証 マザーズ ） 宮下 敏雄 問合せ 先 取締役 管理 本部 長話 0358438049 電 マルホ 株式会社 と の 当社 開発 品 04 に関する 日本 における 独占 的 販売 ライセンス 契約 締結 および 資本 提携 の お知らせ 当社 は 、 本日 、 マルホ 株式会社 （ 本社 ： 大阪 府 大阪 市 北 区 、 代表 取締役 社長 ： 高木 幸一 、 以下 「 マルホ 」 ） と 、 当社 開発 品 04 （ 期待 さ れる 効能 ・ 効果 ： がん 化学 療法 に 伴う 末梢 神経 障害 、 有効 成分 名 ： ） について 、 日本 国内 の 独占 的 販売 権 に関する ライセンス 契約 を 締結 いたし まし た ので 、 お知らせ いたし ます 。 また 、 今後 の 両社 の 緊密 な 関係 維持 を 図る 観点 から 、 上記 ライセンス 契約 締結 に 留まら ず マルホ が ソレイジア 株式,各位,236,0,
,2019,236,1,
,年,236,2,
,12,236,3,
,月,236,4,
,10,236,5,
,日,236,6,
,会社,236,7,
,名,236,8,
,ソレイジア・ファーマ,236,9,
,株式会社,236,10,
,代表,236,11,
,者,236,12,
,名,236,13,
,代表,236,14,
,取締役,236,15,
,社長,236,16,
,荒井,236,17,
,好,236,18,
,裕,236,19,
,（,236,20,
,コード,236,21,
,番号,236,22,
,：,236,23,
,4597,236,24,
,東証,236,25,
,マザーズ,236,26,
,）,236,27,
,宮下,236,28,
,敏雄,236,29,
,問合せ,236,30,
,先,236,31,
,取締役,236,32,
,管理,236,33,
,本部,236,34,
,長話,236,35,
,358438049,236,36,
,電,236,37,
,マルホ,236,38,
,株式会社,236,39,
,と,236,40,
,の,236,41,
,当社,236,42,
,開発,236,43,
,品,236,44,
,4,236,45,
,に関する,236,46,
,日本,236,47,
,における,236,48,
,独占,236,49,
,的,236,50,
,販売,236,51,
,ライセンス,236,52,
,契約,236,53,
,締結,236,54,
,および,236,55,
,資本,236,56,
,提携,236,57,
,の,236,58,
,お知らせ,236,59,
,当社,236,60,
,は,236,61,
,、,236,62,
,本日,236,63,
,、,236,64,
,マルホ,236,65,
,株式会社,236,66,
,（,236,67,
,本社,236,68,
,：,236,69,
,大阪,236,70,
,府,236,71,
,大阪,236,72,
,市,236,73,
,北,236,74,
,区,236,75,
,、,236,76,
,代表,236,77,
,取締役,236,78,
,社長,236,79,
,：,236,80,
,高木,236,81,
,幸一,236,82,
,、,236,83,
,以下,236,84,
,「,236,85,
,マルホ,236,86,
,」,236,87,
,）,236,88,
,と,236,89,
,、,236,90,
,当社,236,91,
,開発,236,92,
,品,236,93,
,4,236,94,
,（,236,95,
,期待,236,96,
,さ,236,97,
,れる,236,98,
,効能,236,99,
,・,236,100,
,効果,236,101,
,：,236,102,
,がん,236,103,
,化学,236,104,
,療法,236,105,
,に,236,106,
,伴う,236,107,
,末梢,236,108,
,神経,236,109,
,障害,236,110,
,、,236,111,
,有効,236,112,
,成分,236,113,
,名,236,114,
,：,236,115,
,）,236,116,
,について,236,117,
,、,236,118,
,日本,236,119,
,国内,236,120,
,の,236,121,
,独占,236,122,
,的,236,123,
,販売,236,124,
,権,236,125,
,に関する,236,126,
,ライセンス,236,127,
,契約,236,128,
,を,236,129,
,締結,236,130,
,いたし,236,131,
,まし,236,132,
,た,236,133,
,ので,236,134,
,、,236,135,
,お知らせ,236,136,
,いたし,236,137,
,ます,236,138,
,。,236,139,
,また,236,140,
,、,236,141,
,今後,236,142,
,の,236,143,
,両社,236,144,
,の,236,145,
,緊密,236,146,
,な,236,147,
,関係,236,148,
,維持,236,149,
,を,236,150,
,図る,236,151,
,観点,236,152,
,から,236,153,
,、,236,154,
,上記,236,155,
,ライセンス,236,156,
,契約,236,157,
,締結,236,158,
,に,236,159,
,留まら,236,160,
,ず,236,161,
,マルホ,236,162,
,が,236,163,
,ソレイジア,236,164,
,株式,236,165,
株式会社 朝日新聞社 と の 業務 提携 の 解消 に関する お知らせ,株式会社,237,0,
,朝日新聞社,237,1,
,と,237,2,
,の,237,3,
,業務,237,4,
,提携,237,5,
,の,237,6,
,解消,237,7,
,に関する,237,8,
,お知らせ,237,9,
各位 2019 年 12 月 12 日 本社 所在地 大阪 市 中央 区 久太郎 町 三 丁目 ６ 番 ８ 号 会社 名 株式会社 出前 館 代表 者 代表 取締役 社長 中村 利江 （ コード 番号 ： 2484 東京 証券 取引 所 市場 ） 問合せ 先 執行 役員 ビジネス サポート 本部 長 宮下 淳 ： 0345009380 ： 株式会社 朝日新聞社 と の 業務 提携 の 解消 に関する お知らせ ～「（ 朝日新聞 販売 所 ） 」 を 活用 し た シェアリング デリバリー ® 事業 の さら なる 発展 へ ～ 当社 は 、 2019 年 12 月 12 日 開催 の 取締役 会 において 、 株式会社 朝日新聞社 （ 本社 ： 大阪 市 北 区 中之島 二 丁目 318 代表 取締役 社長 ： 渡辺 雅隆 ） と の 業務 提携 契約 を 2020 年 6 月 14 日 をもって 解消 する こと について 決議 いたし まし た ので 、 以下 の とおり お知らせ いたし ます 。 １ ． 業務 提携 解消 の 理由 記 当社 と 株式会社 朝日新聞社 は 、 新,各位,238,0,
,2019,238,1,
,年,238,2,
,12,238,3,
,月,238,4,
,12,238,5,
,日,238,6,
,本社,238,7,
,所在地,238,8,
,大阪,238,9,
,市,238,10,
,中央,238,11,
,区,238,12,
,久太郎,238,13,
,町,238,14,
,三,238,15,
,丁目,238,16,
,6,238,17,
,番,238,18,
,8,238,19,
,号,238,20,
,会社,238,21,
,名,238,22,
,株式会社,238,23,
,出前,238,24,
,館,238,25,
,代表,238,26,
,者,238,27,
,代表,238,28,
,取締役,238,29,
,社長,238,30,
,中村,238,31,
,利江,238,32,
,（,238,33,
,コード,238,34,
,番号,238,35,
,：,238,36,
,2484,238,37,
,東京,238,38,
,証券,238,39,
,取引,238,40,
,所,238,41,
,市場,238,42,
,）,238,43,
,問合せ,238,44,
,先,238,45,
,執行,238,46,
,役員,238,47,
,ビジネス,238,48,
,サポート,238,49,
,本部,238,50,
,長,238,51,
,宮下,238,52,
,淳,238,53,
,：,238,54,
,345009380,238,55,
,：,238,56,
,株式会社,238,57,
,朝日新聞社,238,58,
,と,238,59,
,の,238,60,
,業務,238,61,
,提携,238,62,
,の,238,63,
,解消,238,64,
,に関する,238,65,
,お知らせ,238,66,
,～「（,238,67,
,朝日新聞,238,68,
,販売,238,69,
,所,238,70,
,）,238,71,
,」,238,72,
,を,238,73,
,活用,238,74,
,し,238,75,
,た,238,76,
,シェアリング,238,77,
,デリバリー,238,78,
,®,238,79,
,事業,238,80,
,の,238,81,
,さら,238,82,
,なる,238,83,
,発展,238,84,
,へ,238,85,
,～,238,86,
,当社,238,87,
,は,238,88,
,、,238,89,
,2019,238,90,
,年,238,91,
,12,238,92,
,月,238,93,
,12,238,94,
,日,238,95,
,開催,238,96,
,の,238,97,
,取締役,238,98,
,会,238,99,
,において,238,100,
,、,238,101,
,株式会社,238,102,
,朝日新聞社,238,103,
,（,238,104,
,本社,238,105,
,：,238,106,
,大阪,238,107,
,市,238,108,
,北,238,109,
,区,238,110,
,中之島,238,111,
,二,238,112,
,丁目,238,113,
,318,238,114,
,代表,238,115,
,取締役,238,116,
,社長,238,117,
,：,238,118,
,渡辺,238,119,
,雅隆,238,120,
,）,238,121,
,と,238,122,
,の,238,123,
,業務,238,124,
,提携,238,125,
,契約,238,126,
,を,238,127,
,2020,238,128,
,年,238,129,
,6,238,130,
,月,238,131,
,14,238,132,
,日,238,133,
,をもって,238,134,
,解消,238,135,
,する,238,136,
,こと,238,137,
,について,238,138,
,決議,238,139,
,いたし,238,140,
,まし,238,141,
,た,238,142,
,ので,238,143,
,、,238,144,
,以下,238,145,
,の,238,146,
,とおり,238,147,
,お知らせ,238,148,
,いたし,238,149,
,ます,238,150,
,。,238,151,
,1,238,152,
,．,238,153,
,業務,238,154,
,提携,238,155,
,解消,238,156,
,の,238,157,
,理由,238,158,
,記,238,159,
,当社,238,160,
,と,238,161,
,株式会社,238,162,
,朝日新聞社,238,163,
,は,238,164,
,、,238,165,
,新,238,166,
セブン 銀行 、 メタップス 及び メタップスペイメント が 業務 提携 の 推進 に 合意 続き を 読む ＞,セブン,239,0,
,銀行,239,1,
,、,239,2,
,メタップス,239,3,
,及び,239,4,
,メタップスペイメント,239,5,
,が,239,6,
,業務,239,7,
,提携,239,8,
,の,239,9,
,推進,239,10,
,に,239,11,
,合意,239,12,
,続き,239,13,
,を,239,14,
,読む,239,15,
,＞,239,16,
© メタップス 2020 年 1 月 10 日 株式会社 セブン 銀行 （ 本社 ： 東京 都 千代田 区 、 代表 取締役 社長 ： 舟 竹 泰昭 以下 セブン 銀行 ） と 、 株式会社 メタップス （ 本社 ： 東京 都 港 区 、 代表 取締役 社長 ： 山 﨑祐 一 郎 以下 メタップス ） 及び メタップス 子会社 で ある 株式会社 メタップスペイメント （ 本社 ： 東京 都 港 区 、 代表 取締役 社長 ： 和田 洋一 以下 メタップスペイメント ） は 、 新た な 事業 展開 に 向け た 業務 提携 の 推進 に 合意 いたし まし た ので お知らせ いたし ます 。 なお 、 本件 に 伴い 、 メタップス は 、 セブン 銀行 に 自社 の 保有 する メタップスペイメント 株式 の 20 ％ を 譲渡 （ 注 ） する 予定 です 。 近年 、 技術 革新 により デジタル で の 幅広い 決済 手段 が 普及 し た こと で ネット 決済 市場 が 拡大 、 また 雇用 形態 の 多様 化 に 伴い 、 給与 前払い を 含む 新た な 給与 シス,©,240,0,
,メタップス,240,1,
,2020,240,2,
,年,240,3,
,1,240,4,
,月,240,5,
,10,240,6,
,日,240,7,
,株式会社,240,8,
,セブン,240,9,
,銀行,240,10,
,（,240,11,
,本社,240,12,
,：,240,13,
,東京,240,14,
,都,240,15,
,千代田,240,16,
,区,240,17,
,、,240,18,
,代表,240,19,
,取締役,240,20,
,社長,240,21,
,：,240,22,
,舟,240,23,
,竹,240,24,
,泰昭,240,25,
,以下,240,26,
,セブン,240,27,
,銀行,240,28,
,）,240,29,
,と,240,30,
,、,240,31,
,株式会社,240,32,
,メタップス,240,33,
,（,240,34,
,本社,240,35,
,：,240,36,
,東京,240,37,
,都,240,38,
,港,240,39,
,区,240,40,
,、,240,41,
,代表,240,42,
,取締役,240,43,
,社長,240,44,
,：,240,45,
,山,240,46,
,﨑祐,240,47,
,一,240,48,
,郎,240,49,
,以下,240,50,
,メタップス,240,51,
,）,240,52,
,及び,240,53,
,メタップス,240,54,
,子会社,240,55,
,で,240,56,
,ある,240,57,
,株式会社,240,58,
,メタップスペイメント,240,59,
,（,240,60,
,本社,240,61,
,：,240,62,
,東京,240,63,
,都,240,64,
,港,240,65,
,区,240,66,
,、,240,67,
,代表,240,68,
,取締役,240,69,
,社長,240,70,
,：,240,71,
,和田,240,72,
,洋一,240,73,
,以下,240,74,
,メタップスペイメント,240,75,
,）,240,76,
,は,240,77,
,、,240,78,
,新た,240,79,
,な,240,80,
,事業,240,81,
,展開,240,82,
,に,240,83,
,向け,240,84,
,た,240,85,
,業務,240,86,
,提携,240,87,
,の,240,88,
,推進,240,89,
,に,240,90,
,合意,240,91,
,いたし,240,92,
,まし,240,93,
,た,240,94,
,ので,240,95,
,お知らせ,240,96,
,いたし,240,97,
,ます,240,98,
,。,240,99,
,なお,240,100,
,、,240,101,
,本件,240,102,
,に,240,103,
,伴い,240,104,
,、,240,105,
,メタップス,240,106,
,は,240,107,
,、,240,108,
,セブン,240,109,
,銀行,240,110,
,に,240,111,
,自社,240,112,
,の,240,113,
,保有,240,114,
,する,240,115,
,メタップスペイメント,240,116,
,株式,240,117,
,の,240,118,
,20,240,119,
,％,240,120,
,を,240,121,
,譲渡,240,122,
,（,240,123,
,注,240,124,
,）,240,125,
,する,240,126,
,予定,240,127,
,です,240,128,
,。,240,129,
,近年,240,130,
,、,240,131,
,技術,240,132,
,革新,240,133,
,により,240,134,
,デジタル,240,135,
,で,240,136,
,の,240,137,
,幅広い,240,138,
,決済,240,139,
,手段,240,140,
,が,240,141,
,普及,240,142,
,し,240,143,
,た,240,144,
,こと,240,145,
,で,240,146,
,ネット,240,147,
,決済,240,148,
,市場,240,149,
,が,240,150,
,拡大,240,151,
,、,240,152,
,また,240,153,
,雇用,240,154,
,形態,240,155,
,の,240,156,
,多様,240,157,
,化,240,158,
,に,240,159,
,伴い,240,160,
,、,240,161,
,給与,240,162,
,前払い,240,163,
,を,240,164,
,含む,240,165,
,新た,240,166,
,な,240,167,
,給与,240,168,
,シス,240,169,
ヘルスケア 株式会社 と の 戦略 的 提携 の 拡大 に関する お知らせ （ 156 ）,ヘルスケア,241,0,
,株式会社,241,1,
,と,241,2,
,の,241,3,
,戦略,241,4,
,的,241,5,
,提携,241,6,
,の,241,7,
,拡大,241,8,
,に関する,241,9,
,お知らせ,241,10,
,（,241,11,
,156,241,12,
,）,241,13,
各位 2019 年 11 月 26 日 会社 名 ラクオリア 創 薬 株式会社 代表 者 名 代表 取締役 谷 直樹 （ コード 番号 ： ４ ５ ７ ９ ） 問合せ 先 取締役 専務 執行 役員 河田 喜一郎 （ ． 0524466100 ） ヘルスケア 株式会社 と の 戦略 的 提携 の 拡大 に関する お知らせ 当社 は 、 本日 開催 の 取締役 会 で 、 ヘルスケア 株式会社 （ 本社 ： 韓国 ソウル 市 、 共同 代表 取締役 ： 、 、 以下 「 社 」 ） と の 間 で 、 グローバルパートナーシップ を 拡大 し 、 当社 が 創製 し た ※ 10000000412420 韓国 販売 名 （ 韓国 登録 商標 ）：®、 以下 「 」 に関する 北米 ・ 欧州 を 対象 と し た ライセンス を 社 に 供与 する 契約 （ 以下 「 本 契約 」 ） を 締結 する こと を 決議 し まし た ので 、 以下 の とおり お知らせ いたし ます 。 １ ． 契約 締結 の 理由 当社 と 社 は 2010 年 ６月 に 消化 器 疾患 領域 における 戦,各位,242,0,
,2019,242,1,
,年,242,2,
,11,242,3,
,月,242,4,
,26,242,5,
,日,242,6,
,会社,242,7,
,名,242,8,
,ラクオリア,242,9,
,創,242,10,
,薬,242,11,
,株式会社,242,12,
,代表,242,13,
,者,242,14,
,名,242,15,
,代表,242,16,
,取締役,242,17,
,谷,242,18,
,直樹,242,19,
,（,242,20,
,コード,242,21,
,番号,242,22,
,：,242,23,
,4,242,24,
,5,242,25,
,7,242,26,
,9,242,27,
,）,242,28,
,問合せ,242,29,
,先,242,30,
,取締役,242,31,
,専務,242,32,
,執行,242,33,
,役員,242,34,
,河田,242,35,
,喜一郎,242,36,
,（,242,37,
,．,242,38,
,524466100,242,39,
,）,242,40,
,ヘルスケア,242,41,
,株式会社,242,42,
,と,242,43,
,の,242,44,
,戦略,242,45,
,的,242,46,
,提携,242,47,
,の,242,48,
,拡大,242,49,
,に関する,242,50,
,お知らせ,242,51,
,当社,242,52,
,は,242,53,
,、,242,54,
,本日,242,55,
,開催,242,56,
,の,242,57,
,取締役,242,58,
,会,242,59,
,で,242,60,
,、,242,61,
,ヘルスケア,242,62,
,株式会社,242,63,
,（,242,64,
,本社,242,65,
,：,242,66,
,韓国,242,67,
,ソウル,242,68,
,市,242,69,
,、,242,70,
,共同,242,71,
,代表,242,72,
,取締役,242,73,
,：,242,74,
,、,242,75,
,、,242,76,
,以下,242,77,
,「,242,78,
,社,242,79,
,」,242,80,
,）,242,81,
,と,242,82,
,の,242,83,
,間,242,84,
,で,242,85,
,、,242,86,
,グローバルパートナーシップ,242,87,
,を,242,88,
,拡大,242,89,
,し,242,90,
,、,242,91,
,当社,242,92,
,が,242,93,
,創製,242,94,
,し,242,95,
,た,242,96,
,※,242,97,
,10000000412420,242,98,
,韓国,242,99,
,販売,242,100,
,名,242,101,
,（,242,102,
,韓国,242,103,
,登録,242,104,
,商標,242,105,
,）：®、,242,106,
,以下,242,107,
,「,242,108,
,」,242,109,
,に関する,242,110,
,北米,242,111,
,・,242,112,
,欧州,242,113,
,を,242,114,
,対象,242,115,
,と,242,116,
,し,242,117,
,た,242,118,
,ライセンス,242,119,
,を,242,120,
,社,242,121,
,に,242,122,
,供与,242,123,
,する,242,124,
,契約,242,125,
,（,242,126,
,以下,242,127,
,「,242,128,
,本,242,129,
,契約,242,130,
,」,242,131,
,）,242,132,
,を,242,133,
,締結,242,134,
,する,242,135,
,こと,242,136,
,を,242,137,
,決議,242,138,
,し,242,139,
,まし,242,140,
,た,242,141,
,ので,242,142,
,、,242,143,
,以下,242,144,
,の,242,145,
,とおり,242,146,
,お知らせ,242,147,
,いたし,242,148,
,ます,242,149,
,。,242,150,
,1,242,151,
,．,242,152,
,契約,242,153,
,締結,242,154,
,の,242,155,
,理由,242,156,
,当社,242,157,
,と,242,158,
,社,242,159,
,は,242,160,
,2010,242,161,
,年,242,162,
,６月,242,163,
,に,242,164,
,消化,242,165,
,器,242,166,
,疾患,242,167,
,領域,242,168,
,における,242,169,
,戦,242,170,
アジュバント・インターナショナル 株式会社 と の 共同 事業 契約 締結 に関する お知らせ 256,アジュバント・インターナショナル,243,0,
,株式会社,243,1,
,と,243,2,
,の,243,3,
,共同,243,4,
,事業,243,5,
,契約,243,6,
,締結,243,7,
,に関する,243,8,
,お知らせ,243,9,
,256,243,10,
各位 2020 年 1 月 9 日 会社 名 株式会社 代表 者 名 代表 取締役 社長 森田 浩章 （ コード ： 7612 ） 問合せ 先 総務 部長 尾崎 孝 （ 03 － 3568 － 5020 ） アジュバント・インターナショナル 株式会社 と の 共同 事業 契約 締結 に関する お知らせ 当社 は 、 本日 開催 の 取締役 会 にて 、 かね て より 推進 し て いる 海外 事業 、 経済 動物 感染 症 および 医薬 ・ 医療 関連 事業 において 、 慶應義塾 大学 医学部 の 元 准 教授 で ある 森山 雅美 注 1 が 代表 取締役 を 務める アジュバント・インターナショナル 株式会社 （ 東京 都 品川 区 大井 、 （ 以下 、 「 社 」 と いい ます ） と の 間 で 、 アジュバント 注 2 を 用い た 感染 症 ・ 抗 アレルギー 海外 事業 展開 に関する 共同 事業 契約 を 締結 する こと を 決議 し 、 同日 付 で 契約 を 締結 いたし まし た ので お知らせ いたし ます 。 １ ． 共同 事業 契約 締結 の 理由,各位,244,0,
,2020,244,1,
,年,244,2,
,1,244,3,
,月,244,4,
,9,244,5,
,日,244,6,
,会社,244,7,
,名,244,8,
,株式会社,244,9,
,代表,244,10,
,者,244,11,
,名,244,12,
,代表,244,13,
,取締役,244,14,
,社長,244,15,
,森田,244,16,
,浩章,244,17,
,（,244,18,
,コード,244,19,
,：,244,20,
,7612,244,21,
,）,244,22,
,問合せ,244,23,
,先,244,24,
,総務,244,25,
,部長,244,26,
,尾崎,244,27,
,孝,244,28,
,（,244,29,
,3,244,30,
,－,244,31,
,3568,244,32,
,－,244,33,
,5020,244,34,
,）,244,35,
,アジュバント・インターナショナル,244,36,
,株式会社,244,37,
,と,244,38,
,の,244,39,
,共同,244,40,
,事業,244,41,
,契約,244,42,
,締結,244,43,
,に関する,244,44,
,お知らせ,244,45,
,当社,244,46,
,は,244,47,
,、,244,48,
,本日,244,49,
,開催,244,50,
,の,244,51,
,取締役,244,52,
,会,244,53,
,にて,244,54,
,、,244,55,
,かね,244,56,
,て,244,57,
,より,244,58,
,推進,244,59,
,し,244,60,
,て,244,61,
,いる,244,62,
,海外,244,63,
,事業,244,64,
,、,244,65,
,経済,244,66,
,動物,244,67,
,感染,244,68,
,症,244,69,
,および,244,70,
,医薬,244,71,
,・,244,72,
,医療,244,73,
,関連,244,74,
,事業,244,75,
,において,244,76,
,、,244,77,
,慶應義塾,244,78,
,大学,244,79,
,医学部,244,80,
,の,244,81,
,元,244,82,
,准,244,83,
,教授,244,84,
,で,244,85,
,ある,244,86,
,森山,244,87,
,雅美,244,88,
,注,244,89,
,1,244,90,
,が,244,91,
,代表,244,92,
,取締役,244,93,
,を,244,94,
,務める,244,95,
,アジュバント・インターナショナル,244,96,
,株式会社,244,97,
,（,244,98,
,東京,244,99,
,都,244,100,
,品川,244,101,
,区,244,102,
,大井,244,103,
,、,244,104,
,（,244,105,
,以下,244,106,
,、,244,107,
,「,244,108,
,社,244,109,
,」,244,110,
,と,244,111,
,いい,244,112,
,ます,244,113,
,）,244,114,
,と,244,115,
,の,244,116,
,間,244,117,
,で,244,118,
,、,244,119,
,アジュバント,244,120,
,注,244,121,
,2,244,122,
,を,244,123,
,用い,244,124,
,た,244,125,
,感染,244,126,
,症,244,127,
,・,244,128,
,抗,244,129,
,アレルギー,244,130,
,海外,244,131,
,事業,244,132,
,展開,244,133,
,に関する,244,134,
,共同,244,135,
,事業,244,136,
,契約,244,137,
,を,244,138,
,締結,244,139,
,する,244,140,
,こと,244,141,
,を,244,142,
,決議,244,143,
,し,244,144,
,、,244,145,
,同日,244,146,
,付,244,147,
,で,244,148,
,契約,244,149,
,を,244,150,
,締結,244,151,
,いたし,244,152,
,まし,244,153,
,た,244,154,
,ので,244,155,
,お知らせ,244,156,
,いたし,244,157,
,ます,244,158,
,。,244,159,
,1,244,160,
,．,244,161,
,共同,244,162,
,事業,244,163,
,契約,244,164,
,締結,244,165,
,の,244,166,
,理由,244,167,
ＧＭＯ くま ポン 株式会社 の 株式 取得 （ 子会社 化 ） に関する お知らせ,ＧＭＯ,245,0,
,くま,245,1,
,ポン,245,2,
,株式会社,245,3,
,の,245,4,
,株式,245,5,
,取得,245,6,
,（,245,7,
,子会社,245,8,
,化,245,9,
,）,245,10,
,に関する,245,11,
,お知らせ,245,12,
各位 会社 名 代表 者 2020 年 ２月 ６ 日 ＧＭＯ メディア 株式会社 代表 取締役 社 長森 輝幸 （ コード 番号 6180 東証 マザーズ ） 問い合わせ 先 ＴＥＬ 常務 取締役 管理 部門 統括 石橋 正 剛 0354562626 くま ぽん 株式会社 の 株式 取得 （ 子会社 化 ） に関する お知らせ 当社 は 、 本日 2020 年 ２月 ６ 日 開催 の 取締役 会 において 、 ＧＭＯ くま ポン 株式会社 （ 以下 、 ＧＭＯ くま ポン ） の 株式 を 取得 し 、 子会社 化 する こと について 決議 いたし まし た ので 、 下記 の とおり お知らせ し ます 。 １ ． 株式 取得 の 理由 記 当社 は 「 」 を 企業 理念 に 掲げ 、 創業 以来 インターネット 上 で 一般 消費 者 に 向け て メディア 事業 を 展開 し て い ます 。 メディア 事業 において は 、 異なる 年齢 層 ・ 性別 に 向け て サービス を 展開 する 「 多 ブランド 展開 」 を 行っ て おり 、 インターネット 上 で の 商,各位,246,0,
,会社,246,1,
,名,246,2,
,代表,246,3,
,者,246,4,
,2020,246,5,
,年,246,6,
,２月,246,7,
,6,246,8,
,日,246,9,
,ＧＭＯ,246,10,
,メディア,246,11,
,株式会社,246,12,
,代表,246,13,
,取締役,246,14,
,社,246,15,
,長森,246,16,
,輝幸,246,17,
,（,246,18,
,コード,246,19,
,番号,246,20,
,6180,246,21,
,東証,246,22,
,マザーズ,246,23,
,）,246,24,
,問い合わせ,246,25,
,先,246,26,
,ＴＥＬ,246,27,
,常務,246,28,
,取締役,246,29,
,管理,246,30,
,部門,246,31,
,統括,246,32,
,石橋,246,33,
,正,246,34,
,剛,246,35,
,354562626,246,36,
,くま,246,37,
,ぽん,246,38,
,株式会社,246,39,
,の,246,40,
,株式,246,41,
,取得,246,42,
,（,246,43,
,子会社,246,44,
,化,246,45,
,）,246,46,
,に関する,246,47,
,お知らせ,246,48,
,当社,246,49,
,は,246,50,
,、,246,51,
,本日,246,52,
,2020,246,53,
,年,246,54,
,２月,246,55,
,6,246,56,
,日,246,57,
,開催,246,58,
,の,246,59,
,取締役,246,60,
,会,246,61,
,において,246,62,
,、,246,63,
,ＧＭＯ,246,64,
,くま,246,65,
,ポン,246,66,
,株式会社,246,67,
,（,246,68,
,以下,246,69,
,、,246,70,
,ＧＭＯ,246,71,
,くま,246,72,
,ポン,246,73,
,）,246,74,
,の,246,75,
,株式,246,76,
,を,246,77,
,取得,246,78,
,し,246,79,
,、,246,80,
,子会社,246,81,
,化,246,82,
,する,246,83,
,こと,246,84,
,について,246,85,
,決議,246,86,
,いたし,246,87,
,まし,246,88,
,た,246,89,
,ので,246,90,
,、,246,91,
,下記,246,92,
,の,246,93,
,とおり,246,94,
,お知らせ,246,95,
,し,246,96,
,ます,246,97,
,。,246,98,
,1,246,99,
,．,246,100,
,株式,246,101,
,取得,246,102,
,の,246,103,
,理由,246,104,
,記,246,105,
,当社,246,106,
,は,246,107,
,「,246,108,
,」,246,109,
,を,246,110,
,企業,246,111,
,理念,246,112,
,に,246,113,
,掲げ,246,114,
,、,246,115,
,創業,246,116,
,以来,246,117,
,インターネット,246,118,
,上,246,119,
,で,246,120,
,一般,246,121,
,消費,246,122,
,者,246,123,
,に,246,124,
,向け,246,125,
,て,246,126,
,メディア,246,127,
,事業,246,128,
,を,246,129,
,展開,246,130,
,し,246,131,
,て,246,132,
,い,246,133,
,ます,246,134,
,。,246,135,
,メディア,246,136,
,事業,246,137,
,において,246,138,
,は,246,139,
,、,246,140,
,異なる,246,141,
,年齢,246,142,
,層,246,143,
,・,246,144,
,性別,246,145,
,に,246,146,
,向け,246,147,
,て,246,148,
,サービス,246,149,
,を,246,150,
,展開,246,151,
,する,246,152,
,「,246,153,
,多,246,154,
,ブランド,246,155,
,展開,246,156,
,」,246,157,
,を,246,158,
,行っ,246,159,
,て,246,160,
,おり,246,161,
,、,246,162,
,インターネット,246,163,
,上,246,164,
,で,246,165,
,の,246,166,
,商,246,167,
株式 の 譲渡 に関する お知らせ 170,株式,247,0,
,の,247,1,
,譲渡,247,2,
,に関する,247,3,
,お知らせ,247,4,
,170,247,5,
